image_id,file_name,grid_row,grid_col,jumlah_sampah,kepadatan_pct,count_plastic_packaging,count_metal_glass,count_construction,count_hazardous,count_organic_mixed
292,site3_322.png,5,1,2,100.0,0,0,2,0,0
292,site3_322.png,5,7,2,100.0,0,0,2,0,0
292,site3_322.png,7,5,2,100.0,0,0,2,0,0
293,site3_323.png,1,2,2,100.0,0,0,0,0,2
293,site3_323.png,3,6,2,100.0,0,0,2,0,0
293,site3_323.png,5,0,2,100.0,0,0,2,0,0
293,site3_323.png,5,2,2,100.0,0,0,2,0,0
294,site3_324.png,4,2,2,100.0,0,0,0,0,2
295,site3_325.png,0,6,2,100.0,0,0,2,0,0
296,site3_326.png,5,5,2,100.0,0,0,2,0,0
298,site3_328.png,6,3,2,100.0,0,0,0,0,2
300,site3_330.png,0,3,2,100.0,0,0,0,0,2
300,site3_330.png,7,4,2,100.0,0,0,0,0,2
319,site3_351.png,4,3,2,100.0,0,0,2,0,0
319,site3_351.png,6,6,2,100.0,0,0,2,0,0
320,site3_352.png,0,2,2,100.0,0,0,2,0,0
320,site3_352.png,3,4,2,100.0,0,0,2,0,0
320,site3_352.png,4,1,2,100.0,0,0,2,0,0
320,site3_352.png,5,7,2,39.4282,0,0,2,0,0
320,site3_352.png,7,6,2,100.0,0,0,2,0,0
320,site3_352.png,7,7,2,29.75,0,0,2,0,0
321,site3_353.png,0,5,2,100.0,0,0,2,0,0
321,site3_353.png,3,2,2,100.0,0,0,2,0,0
321,site3_353.png,5,0,2,100.0,0,0,2,0,0
321,site3_353.png,5,1,2,79.2812,0,0,2,0,0
321,site3_353.png,7,0,2,72.6569,0,0,2,0,0
322,site3_354.png,2,3,2,100.0,0,0,2,0,0
326,site3_358.png,1,7,2,100.0,0,0,0,0,2
327,site3_359.png,1,0,2,100.0,0,0,0,0,2
328,site3_360.png,1,7,2,100.0,0,0,0,0,2
329,site3_361.png,0,4,2,100.0,0,0,0,0,2
329,site3_361.png,1,0,2,100.0,0,0,0,0,2
329,site3_361.png,4,3,2,100.0,0,0,0,0,2
350,site3_383.png,0,6,2,76.0,0,0,2,0,0
350,site3_383.png,0,7,2,50.75,0,0,2,0,0
350,site3_383.png,3,6,2,100.0,0,0,2,0,0
351,site3_384.png,0,0,2,100.0,0,0,2,0,0
351,site3_384.png,4,0,2,100.0,0,0,2,0,0
352,site3_385.png,7,2,2,100.0,0,2,0,0,0
357,site3_390.png,6,6,2,100.0,0,0,2,0,0
358,site3_391.png,6,1,2,100.0,0,0,2,0,0
358,site3_391.png,6,6,2,100.0,0,0,0,0,2
359,site3_392.png,2,5,2,100.0,0,0,0,0,2
359,site3_392.png,7,0,2,100.0,0,0,0,0,2
360,site3_393.png,3,2,2,100.0,0,0,2,0,0
380,site3_415.png,2,7,2,39.875,0,0,2,0,0
381,site3_416.png,0,1,2,100.0,0,0,0,0,2
381,site3_416.png,0,2,2,100.0,0,2,0,0,0
381,site3_416.png,2,0,2,100.0,0,0,2,0,0
381,site3_416.png,2,3,2,100.0,0,0,0,0,2
381,site3_416.png,4,2,2,100.0,2,0,0,0,0
381,site3_416.png,5,3,2,100.0,0,0,0,0,2
381,site3_416.png,6,3,2,100.0,2,0,0,0,0
386,site3_421.png,0,6,2,100.0,0,0,2,0,0
387,site3_422.png,1,6,2,100.0,0,0,0,0,2
387,site3_422.png,7,6,2,100.0,0,0,2,0,0
388,site3_423.png,5,6,2,100.0,0,0,2,0,0
388,site3_423.png,7,0,2,100.0,0,0,2,0,0
389,site3_424.png,1,1,2,100.0,0,0,0,0,2
407,site3_445.png,2,7,2,100.0,0,0,2,0,0
407,site3_445.png,3,7,2,100.0,0,0,2,0,0
408,site3_446.png,2,0,2,64.1481,0,0,2,0,0
408,site3_446.png,3,0,2,100.0,0,0,2,0,0
408,site3_446.png,3,1,2,100.0,0,0,2,0,0
409,site3_447.png,0,3,2,100.0,2,0,0,0,0
409,site3_447.png,2,3,2,100.0,0,0,0,0,2
409,site3_447.png,4,4,2,100.0,0,0,2,0,0
409,site3_447.png,5,3,2,100.0,2,0,0,0,0
409,site3_447.png,6,2,2,97.875,2,0,0,0,0
415,site3_453.png,0,6,2,100.0,0,0,2,0,0
416,site3_454.png,0,0,2,100.0,0,0,2,0,0
416,site3_454.png,4,5,2,100.0,0,0,2,0,0
437,site3_478.png,0,4,2,100.0,2,0,0,0,0
437,site3_478.png,1,3,2,100.0,0,0,0,0,2
437,site3_478.png,4,4,2,100.0,0,0,2,0,0
437,site3_478.png,6,4,2,100.0,0,0,2,0,0
443,site3_484.png,2,7,2,100.0,0,0,0,0,2
445,site3_486.png,7,4,2,100.0,0,2,0,0,0
464,site3_508.png,3,4,2,100.0,0,0,0,0,2
464,site3_508.png,5,3,2,100.0,0,0,0,0,2
464,site3_508.png,5,4,2,100.0,0,0,2,0,0
465,site3_509.png,1,3,2,100.0,0,0,0,0,2
465,site3_509.png,2,3,2,41.6562,2,0,0,0,0
465,site3_509.png,2,5,2,100.0,2,0,0,0,0
465,site3_509.png,3,3,2,90.0,0,0,0,0,2
465,site3_509.png,4,3,2,100.0,0,0,0,0,2
465,site3_509.png,4,4,2,100.0,2,0,0,0,0
471,site3_515.png,5,7,2,100.0,0,0,0,0,2
472,site3_516.png,5,0,2,100.0,0,0,0,0,2
473,site3_517.png,0,4,2,100.0,0,2,0,0,0
473,site3_517.png,2,3,2,100.0,0,0,0,0,2
473,site3_517.png,5,2,2,89.25,0,0,2,0,0
473,site3_517.png,5,4,2,100.0,2,0,0,0,0
475,site3_519.png,3,3,2,100.0,0,0,2,0,0
492,site3_539.png,3,4,2,100.0,0,0,0,0,2
492,site3_539.png,4,3,2,100.0,0,0,2,0,0
492,site3_539.png,4,6,2,100.0,0,0,0,0,2
493,site3_540.png,1,6,2,100.0,0,0,0,0,2
493,site3_540.png,3,0,2,100.0,0,0,0,0,2
497,site3_544.png,7,2,2,100.0,0,0,2,0,0
498,site3_545.png,4,7,2,100.0,2,0,0,0,0
499,site3_546.png,3,0,2,100.0,2,0,0,0,0
499,site3_546.png,4,0,2,100.0,2,0,0,0,0
502,site3_549.png,3,4,2,100.0,0,0,2,0,0
503,site3_550.png,3,2,2,100.0,0,0,0,0,2
504,site3_551.png,2,3,2,38.2812,0,0,2,0,0
504,site3_551.png,2,4,2,44.625,0,0,2,0,0
504,site3_551.png,3,5,2,30.0312,0,0,2,0,0
519,site3_569.png,7,7,2,100.0,0,0,0,0,2
520,site3_570.png,2,7,2,62.1307,0,0,2,0,0
520,site3_570.png,4,7,2,32.8125,0,2,0,0,0
520,site3_570.png,5,7,2,100.0,0,0,2,0,0
520,site3_570.png,7,1,2,100.0,0,0,0,0,2
521,site3_571.png,2,0,2,100.0,0,0,2,0,0
521,site3_571.png,4,0,2,51.4062,0,2,0,0,0
521,site3_571.png,5,0,2,100.0,0,0,2,0,0
522,site3_572.png,6,3,2,100.0,2,0,0,0,0
524,site3_574.png,6,1,2,100.0,0,0,2,0,0
524,site3_574.png,6,7,2,100.0,2,0,0,0,0
524,site3_574.png,7,3,2,100.0,2,0,0,0,0
525,site3_575.png,0,2,2,100.0,0,0,2,0,0
525,site3_575.png,5,4,2,100.0,2,0,0,0,0
526,site3_576.png,1,6,2,100.0,0,2,0,0,0
527,site3_577.png,4,5,2,100.0,2,0,0,0,0
528,site3_578.png,2,5,2,100.0,0,0,0,0,2
528,site3_578.png,3,1,2,100.0,2,0,0,0,0
528,site3_578.png,3,4,2,100.0,2,0,0,0,0
529,site3_579.png,2,1,2,100.0,2,0,0,0,0
529,site3_579.png,2,2,2,100.0,0,0,0,0,2
529,site3_579.png,4,5,2,100.0,2,0,0,0,0
529,site3_579.png,6,5,2,100.0,2,0,0,0,0
532,site3_582.png,6,7,2,100.0,0,0,2,0,0
533,site3_583.png,6,0,2,100.0,0,0,2,0,0
547,site3_600.png,0,7,2,100.0,0,0,0,0,2
547,site3_600.png,4,6,2,100.0,2,0,0,0,0
548,site3_601.png,0,1,2,100.0,0,0,0,0,2
548,site3_601.png,1,2,2,100.0,0,0,2,0,0
548,site3_601.png,1,5,2,100.0,0,0,0,0,2
548,site3_601.png,2,6,2,100.0,2,0,0,0,0
548,site3_601.png,3,2,2,100.0,2,0,0,0,0
549,site3_602.png,1,3,2,100.0,0,0,0,0,2
549,site3_602.png,1,4,2,100.0,2,0,0,0,0
550,site3_603.png,1,1,2,100.0,2,0,0,0,0
551,site3_604.png,0,4,2,100.0,2,0,0,0,0
555,site3_608.png,5,3,2,100.0,2,0,0,0,0
555,site3_608.png,6,4,2,100.0,0,0,0,0,2
556,site3_609.png,5,2,2,100.0,0,0,0,0,2
556,site3_609.png,7,3,2,100.0,0,0,0,0,2
557,site3_610.png,0,5,2,100.0,2,0,0,0,0
557,site3_610.png,3,6,2,31.7188,2,0,0,0,0
557,site3_610.png,5,6,4,100.0,0,0,4,0,0
557,site3_610.png,7,7,2,100.0,2,0,0,0,0
558,site3_611.png,5,0,2,100.0,0,0,2,0,0
558,site3_611.png,7,0,2,100.0,2,0,0,0,0
574,site3_632.png,7,3,2,100.0,0,0,0,0,2
577,site3_635.png,3,5,2,100.0,0,2,0,0,0
577,site3_635.png,7,4,2,100.0,0,0,0,0,2
580,site3_638.png,7,4,2,87.6562,0,0,2,0,0
581,site3_639.png,4,1,2,100.0,0,0,2,0,0
581,site3_639.png,7,6,2,100.0,0,0,0,0,2
582,site3_640.png,0,3,2,100.0,0,0,0,0,2
583,site3_641.png,0,7,2,100.0,2,0,0,0,0
584,site3_642.png,0,0,2,100.0,2,0,0,0,0
585,site3_643.png,3,6,2,100.0,0,0,0,0,2
585,site3_643.png,3,7,2,91.0,0,0,0,0,2
586,site3_644.png,3,0,4,100.0,0,0,0,0,4
601,site3_663.png,0,3,2,100.0,0,0,0,0,2
603,site3_665.png,1,3,2,100.0,2,0,0,0,0
603,site3_665.png,5,7,2,100.0,0,0,2,0,0
603,site3_665.png,6,4,2,100.0,0,0,2,0,0
604,site3_666.png,0,4,2,100.0,0,0,0,0,2
604,site3_666.png,6,2,2,100.0,0,0,2,0,0
605,site3_667.png,2,5,2,100.0,0,0,2,0,0
606,site3_668.png,2,5,2,100.0,0,0,0,0,2
607,site3_669.png,0,4,2,29.0788,0,0,2,0,0
608,site3_670.png,1,1,2,100.0,0,0,2,0,0
608,site3_670.png,2,3,2,100.0,2,0,0,0,0
608,site3_670.png,2,6,2,100.0,2,0,0,0,0
609,site3_671.png,4,3,2,100.0,0,0,0,0,2
612,site3_674.png,3,6,2,100.0,0,0,0,0,2
629,site3_696.png,0,4,2,100.0,0,0,2,0,0
630,site3_697.png,0,2,2,100.0,0,0,2,0,0
632,site3_699.png,5,5,2,100.0,0,0,0,0,2
633,site3_700.png,5,0,2,100.0,0,0,0,0,2
656,site3_731.png,2,3,4,100.0,0,0,4,0,0
656,site3_731.png,3,3,2,100.0,0,0,2,0,0
656,site3_731.png,4,3,2,100.0,0,0,2,0,0
678,site3_766.png,3,3,2,100.0,0,0,2,0,0
739,site4_59.png,7,4,2,100.0,0,0,0,0,2
740,site4_60.png,7,2,2,100.0,0,0,0,0,2
755,site4_76.png,4,6,2,100.0,0,0,0,0,2
756,site4_77.png,4,4,2,100.0,0,0,0,0,2
757,site4_78.png,1,7,2,75.25,2,0,0,0,0
757,site4_78.png,4,4,2,100.0,0,0,0,0,2
757,site4_78.png,5,4,2,100.0,0,0,0,0,2
757,site4_78.png,5,5,2,99.5625,0,0,0,0,2
757,site4_78.png,5,6,2,100.0,0,0,0,0,2
757,site4_78.png,5,7,4,100.0,0,0,0,0,4
757,site4_78.png,6,7,2,40.7313,0,0,0,0,2
758,site4_79.png,1,0,2,30.9062,2,0,0,0,0
758,site4_79.png,3,1,2,100.0,0,0,0,0,2
758,site4_79.png,3,2,2,100.0,0,0,2,0,0
758,site4_79.png,3,3,2,100.0,0,0,2,0,0
758,site4_79.png,3,4,2,100.0,0,0,2,0,0
758,site4_79.png,3,5,2,100.0,0,0,2,0,0
758,site4_79.png,4,2,2,100.0,0,0,2,0,0
758,site4_79.png,4,4,2,98.4062,0,0,2,0,0
758,site4_79.png,5,0,4,100.0,0,0,0,0,4
758,site4_79.png,5,1,2,100.0,0,0,0,0,2
758,site4_79.png,5,5,2,100.0,0,0,0,0,2
758,site4_79.png,6,0,2,100.0,0,0,0,0,2
758,site4_79.png,6,1,2,100.0,0,0,0,0,2
759,site4_80.png,5,2,2,100.0,0,0,0,0,2
760,site4_81.png,7,1,2,22.1172,2,0,0,0,0
772,site4_94.png,3,6,2,28.6875,2,0,0,0,0
772,site4_94.png,3,7,2,100.0,0,0,2,0,0
772,site4_94.png,4,6,4,100.0,0,0,2,0,2
772,site4_94.png,5,5,2,100.0,0,0,2,0,0
772,site4_94.png,5,6,2,96.0,0,0,2,0,0
772,site4_94.png,6,5,2,100.0,0,0,2,0,0
772,site4_94.png,7,5,2,28.5,0,0,2,0,0
773,site4_95.png,3,0,2,66.7734,0,0,2,0,0
773,site4_95.png,4,4,2,100.0,0,0,0,0,2
774,site4_96.png,2,7,2,100.0,0,0,0,0,2
774,site4_96.png,4,3,2,100.0,0,0,0,0,2
775,site4_97.png,1,2,2,100.0,0,0,0,0,2
775,site4_97.png,1,4,2,100.0,0,0,0,0,2
775,site4_97.png,1,5,2,100.0,0,0,0,0,2
775,site4_97.png,2,0,2,100.0,0,0,0,0,2
775,site4_97.png,5,2,2,100.0,0,0,0,0,2
775,site4_97.png,5,3,4,100.0,0,0,0,0,4
775,site4_97.png,5,4,2,100.0,0,0,0,0,2
775,site4_97.png,5,5,4,100.0,2,0,2,0,0
775,site4_97.png,5,6,2,74.8125,0,0,2,0,0
775,site4_97.png,5,7,4,79.5,0,4,0,0,0
775,site4_97.png,6,2,6,100.0,0,0,0,0,6
775,site4_97.png,6,3,4,100.0,0,0,0,0,4
775,site4_97.png,6,4,4,100.0,0,0,0,0,4
775,site4_97.png,6,5,2,100.0,0,0,0,0,2
775,site4_97.png,6,6,6,99.4062,0,6,0,0,0
775,site4_97.png,6,7,10,100.0,0,10,0,0,0
775,site4_97.png,7,1,2,90.625,0,0,0,0,2
775,site4_97.png,7,2,2,100.0,0,0,0,0,2
775,site4_97.png,7,3,4,100.0,0,0,0,0,4
775,site4_97.png,7,4,4,100.0,0,0,0,0,4
775,site4_97.png,7,5,6,100.0,0,0,0,0,6
775,site4_97.png,7,6,4,100.0,0,0,0,0,4
775,site4_97.png,7,7,6,100.0,0,0,0,0,6
776,site4_98.png,1,2,2,100.0,0,0,0,0,2
776,site4_98.png,1,4,4,100.0,4,0,0,0,0
776,site4_98.png,5,0,6,85.4531,0,6,0,0,0
776,site4_98.png,6,0,10,100.0,0,10,0,0,0
776,site4_98.png,6,1,2,100.0,0,0,0,0,2
776,site4_98.png,7,0,6,100.0,0,0,0,0,6
776,site4_98.png,7,1,8,100.0,0,0,0,0,8
776,site4_98.png,7,2,4,100.0,0,0,0,0,4
776,site4_98.png,7,3,2,99.375,0,0,0,0,2
776,site4_98.png,7,4,4,100.0,0,0,0,0,4
776,site4_98.png,7,5,2,38.4345,0,0,0,0,2
776,site4_98.png,7,7,6,100.0,0,0,0,0,6
777,site4_99.png,0,1,2,87.125,2,0,0,0,0
777,site4_99.png,6,3,2,100.0,0,2,0,0,0
777,site4_99.png,7,0,6,100.0,0,0,0,0,6
777,site4_99.png,7,1,2,100.0,0,0,0,0,2
777,site4_99.png,7,2,6,100.0,0,0,0,0,6
777,site4_99.png,7,3,2,100.0,0,0,0,0,2
789,site4_112.png,0,5,2,100.0,0,0,2,0,0
789,site4_112.png,1,6,2,94.0,0,0,2,0,0
789,site4_112.png,2,6,2,100.0,0,0,2,0,0
789,site4_112.png,3,6,2,71.25,0,0,2,0,0
789,site4_112.png,4,6,4,100.0,0,0,2,0,2
789,site4_112.png,6,4,2,100.0,0,0,2,0,0
789,site4_112.png,6,5,2,57.1875,0,0,2,0,0
789,site4_112.png,7,4,6,53.5312,0,6,0,0,0
789,site4_112.png,7,5,10,100.0,0,10,0,0,0
789,site4_112.png,7,6,2,30.0312,0,2,0,0,0
790,site4_113.png,4,4,2,100.0,0,0,0,0,2
790,site4_113.png,7,6,2,100.0,0,0,2,0,0
791,site4_114.png,4,3,2,100.0,0,0,0,0,2
791,site4_114.png,6,5,8,100.0,0,0,0,0,8
791,site4_114.png,7,4,2,100.0,0,0,0,0,2
791,site4_114.png,7,5,2,87.75,0,0,0,0,2
792,site4_115.png,0,1,2,70.6875,0,0,0,0,2
792,site4_115.png,0,2,2,100.0,0,0,0,0,2
792,site4_115.png,0,3,4,100.0,0,0,0,0,4
792,site4_115.png,0,4,6,100.0,0,0,0,0,6
792,site4_115.png,0,5,4,100.0,0,0,0,0,4
792,site4_115.png,0,6,4,100.0,0,0,0,0,4
792,site4_115.png,0,7,6,100.0,0,0,0,0,6
792,site4_115.png,1,5,2,100.0,0,0,0,0,2
792,site4_115.png,1,6,2,100.0,0,0,0,0,2
792,site4_115.png,1,7,4,100.0,0,0,0,0,4
793,site4_116.png,0,0,8,100.0,0,0,0,0,8
793,site4_116.png,0,1,6,100.0,0,0,0,0,6
793,site4_116.png,0,2,4,100.0,0,0,0,0,4
793,site4_116.png,0,3,2,100.0,0,0,0,0,2
793,site4_116.png,0,4,2,100.0,0,0,0,0,2
793,site4_116.png,0,5,2,100.0,0,0,0,0,2
793,site4_116.png,0,7,6,100.0,0,0,0,0,6
793,site4_116.png,1,0,4,100.0,0,0,0,0,4
793,site4_116.png,1,1,4,100.0,0,0,0,0,4
793,site4_116.png,1,2,4,100.0,0,0,0,0,4
793,site4_116.png,1,3,4,100.0,0,0,0,0,4
793,site4_116.png,1,4,2,100.0,0,0,0,0,2
793,site4_116.png,1,5,4,100.0,0,0,0,0,4
793,site4_116.png,1,6,6,100.0,0,0,0,0,6
793,site4_116.png,1,7,2,100.0,0,0,0,0,2
793,site4_116.png,2,4,2,100.0,0,0,0,0,2
793,site4_116.png,2,5,4,100.0,0,0,0,0,4
794,site4_117.png,0,0,6,100.0,0,0,0,0,6
794,site4_117.png,0,1,2,75.3341,0,0,0,0,2
794,site4_117.png,0,2,6,100.0,0,0,0,0,6
794,site4_117.png,0,3,2,100.0,0,0,0,0,2
794,site4_117.png,1,0,2,86.6562,0,0,0,0,2
794,site4_117.png,1,1,2,100.0,0,0,0,0,2
794,site4_117.png,1,2,4,100.0,0,0,0,0,4
794,site4_117.png,1,3,6,100.0,0,0,0,0,6
794,site4_117.png,1,4,2,100.0,0,0,0,0,2
794,site4_117.png,2,1,4,100.0,0,0,0,0,4
794,site4_117.png,2,2,4,100.0,0,0,0,0,4
794,site4_117.png,2,3,2,100.0,0,0,0,0,2
794,site4_117.png,2,7,4,50.3304,0,4,0,0,0
794,site4_117.png,3,2,4,100.0,0,0,0,0,4
794,site4_117.png,3,7,2,26.1562,0,2,0,0,0
794,site4_117.png,4,7,4,59.125,0,4,0,0,0
795,site4_118.png,1,0,2,36.0938,0,2,0,0,0
795,site4_118.png,1,3,4,66.0,0,4,0,0,0
795,site4_118.png,1,4,2,35.0,0,2,0,0,0
795,site4_118.png,1,5,4,64.0312,0,4,0,0,0
795,site4_118.png,2,0,4,79.2188,0,4,0,0,0
795,site4_118.png,2,1,8,100.0,0,8,0,0,0
795,site4_118.png,2,2,8,100.0,0,8,0,0,0
795,site4_118.png,2,3,6,94.9688,0,6,0,0,0
795,site4_118.png,2,4,8,100.0,0,8,0,0,0
795,site4_118.png,2,5,6,91.0,0,6,0,0,0
795,site4_118.png,2,6,10,100.0,0,10,0,0,0
795,site4_118.png,2,7,6,100.0,0,4,0,0,2
795,site4_118.png,3,0,2,30.0312,0,2,0,0,0
795,site4_118.png,3,1,6,100.0,0,4,0,0,2
795,site4_118.png,3,2,8,100.0,0,6,0,0,2
795,site4_118.png,3,3,4,66.0,0,4,0,0,0
795,site4_118.png,3,4,2,34.0,0,2,0,0,0
795,site4_118.png,3,5,4,56.25,0,4,0,0,0
795,site4_118.png,3,6,6,92.0312,0,6,0,0,0
795,site4_118.png,3,7,4,92.5312,0,2,0,0,2
795,site4_118.png,4,0,4,59.125,0,4,0,0,0
795,site4_118.png,4,1,4,100.0,0,0,0,0,4
795,site4_118.png,4,2,6,100.0,0,0,0,0,6
795,site4_118.png,4,3,2,100.0,0,0,0,0,2
795,site4_118.png,4,4,2,100.0,0,0,0,0,2
795,site4_118.png,4,5,6,100.0,0,0,0,0,6
795,site4_118.png,4,6,6,100.0,0,0,0,0,6
795,site4_118.png,4,7,4,100.0,0,0,0,0,4
795,site4_118.png,5,5,4,100.0,0,0,0,0,4
795,site4_118.png,5,6,2,100.0,0,0,0,0,2
795,site4_118.png,5,7,2,100.0,0,0,0,0,2
796,site4_119.png,2,0,6,100.0,0,4,0,0,2
796,site4_119.png,2,1,2,81.1562,0,0,0,0,2
796,site4_119.png,3,0,2,84.375,0,0,0,0,2
796,site4_119.png,3,1,2,100.0,0,0,0,0,2
796,site4_119.png,3,2,2,94.5312,0,0,0,0,2
796,site4_119.png,3,3,6,96.0,0,6,0,0,0
796,site4_119.png,3,4,2,46.75,0,2,0,0,0
796,site4_119.png,4,0,6,100.0,0,0,0,0,6
796,site4_119.png,4,1,2,100.0,0,0,0,0,2
796,site4_119.png,4,2,2,100.0,0,0,0,0,2
796,site4_119.png,4,3,4,100.0,0,2,0,0,2
796,site4_119.png,4,4,10,100.0,0,4,2,0,4
796,site4_119.png,5,0,2,100.0,0,0,0,0,2
796,site4_119.png,5,1,6,100.0,0,0,0,0,6
796,site4_119.png,5,2,2,100.0,0,0,0,0,2
796,site4_119.png,5,3,2,100.0,0,0,0,0,2
796,site4_119.png,5,4,2,100.0,0,0,0,0,2
796,site4_119.png,5,5,4,100.0,0,0,0,0,4
796,site4_119.png,5,6,4,100.0,0,0,0,0,4
796,site4_119.png,5,7,2,100.0,0,0,0,0,2
796,site4_119.png,6,1,2,95.3125,0,0,0,0,2
796,site4_119.png,6,2,2,81.25,0,0,0,0,2
796,site4_119.png,6,3,2,100.0,0,0,0,0,2
796,site4_119.png,6,4,2,100.0,0,0,0,0,2
796,site4_119.png,6,5,4,100.0,0,0,0,0,4
796,site4_119.png,6,6,4,100.0,0,0,0,0,4
796,site4_119.png,6,7,4,100.0,0,0,0,0,4
796,site4_119.png,7,7,4,100.0,0,0,0,0,4
797,site4_120.png,5,0,2,100.0,0,0,0,0,2
797,site4_120.png,5,1,2,100.0,0,0,0,0,2
797,site4_120.png,6,0,4,100.0,0,0,0,0,4
797,site4_120.png,6,1,4,100.0,0,0,0,0,4
797,site4_120.png,6,2,4,100.0,0,0,0,0,4
797,site4_120.png,6,3,4,100.0,0,0,0,0,4
797,site4_120.png,6,4,2,100.0,0,0,0,0,2
797,site4_120.png,7,0,4,100.0,0,0,0,0,4
797,site4_120.png,7,1,2,100.0,0,0,0,0,2
797,site4_120.png,7,2,2,92.8125,0,0,0,0,2
797,site4_120.png,7,3,4,100.0,0,0,0,0,4
797,site4_120.png,7,4,2,100.0,0,0,0,0,2
806,site4_130.png,0,4,6,50.5,0,6,0,0,0
806,site4_130.png,0,5,10,100.0,0,10,0,0,0
806,site4_130.png,0,6,2,30.0312,0,2,0,0,0
806,site4_130.png,0,7,2,100.0,0,0,0,0,2
806,site4_130.png,1,5,2,26.25,0,2,0,0,0
807,site4_131.png,0,6,2,72.25,0,0,2,0,0
807,site4_131.png,1,4,2,100.0,0,0,0,0,2
807,site4_131.png,4,6,4,58.0,0,4,0,0,0
807,site4_131.png,5,4,2,100.0,2,0,0,0,0
807,site4_131.png,5,6,2,26.1562,0,2,0,0,0
807,site4_131.png,5,7,2,100.0,0,0,0,0,2
807,site4_131.png,6,2,2,100.0,0,0,2,0,0
807,site4_131.png,6,3,2,100.0,0,0,2,0,0
807,site4_131.png,6,4,2,100.0,0,0,0,0,2
807,site4_131.png,7,4,2,100.0,2,0,0,0,0
808,site4_132.png,0,4,2,99.75,0,0,0,0,2
808,site4_132.png,0,5,4,100.0,0,0,0,0,4
808,site4_132.png,1,1,2,100.0,0,0,0,0,2
808,site4_132.png,1,4,2,75.625,0,0,0,0,2
808,site4_132.png,1,5,2,77.8438,0,0,0,0,2
808,site4_132.png,2,2,2,95.3125,0,0,0,0,2
808,site4_132.png,2,3,2,100.0,0,0,0,0,2
808,site4_132.png,2,4,4,100.0,0,0,0,0,4
808,site4_132.png,2,5,2,100.0,0,0,0,0,2
808,site4_132.png,3,1,2,100.0,0,0,0,0,2
808,site4_132.png,3,2,2,54.6875,0,0,0,0,2
808,site4_132.png,3,3,4,100.0,0,0,0,0,4
