grid_id,centroid_x,centroid_y,area_density_pct,jumlah_instance,kategori_dominan,confidence_score,processed_at,has_detection
site11_174_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_175_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_178_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_180_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_183_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_186_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_187_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_187_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_188_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_190_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_190_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_191_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_193_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_193_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_194_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_194_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_196_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_196_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_206_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_206_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_208_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_209_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_209_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_213_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_214_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_218_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_220_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_220_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_220_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_221_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_224_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_225_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_225_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_226_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_228_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_228_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_229_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_231_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_232_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_235_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_241_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_245_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_245_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_246_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_247_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_247_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_24_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_250_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_250_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_251_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_252_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_252_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_254_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_255_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_256_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_257_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_257_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_25_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_260_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_262_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_264_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_268_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_268_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_269_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_277_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_278_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_279_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_279_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_281_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_285_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_287_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_288_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_289_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_291_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_292_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_293_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_295_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_296_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_297_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_300_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_302_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_302_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_303_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_303_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_304_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_305_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_308_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_308_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_310_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_311_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_312_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_312_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_313_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_313_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_314_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_315_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_317_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_319_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_323_grid_1_1,396.47,307.76,37.4878,2,Mixed items,0.6807,2026-05-26 01:05:43,1
site11_324_grid_0_0,212.25,392.27,38.3873,4,Scrap,0.476,2026-05-26 01:05:43,1
site11_325_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_328_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_329_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_330_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_330_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_330_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_332_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_333_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_333_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_334_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_335_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_337_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_342_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_344_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_345_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_346_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_347_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_348_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_348_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_349_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_351_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_352_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_353_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_353_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_354_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_356_grid_1_1,494.13,52.78,1.1524,1,Vehicles,0.5014,2026-05-26 01:05:43,1
site11_357_grid_1_1,355.7,255.22,21.6999,4,Mixed items,0.4556,2026-05-26 01:05:43,1
site11_358_grid_0_0,295.06,245.73,60.704,2,Mixed items,0.8289,2026-05-26 01:05:43,1
site11_359_grid_0_1,344.29,245.26,56.5659,1,Wood,0.42,2026-05-26 01:05:43,1
site11_361_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_361_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_362_grid_0_0,93.31,467.98,6.8748,1,Asbestos,0.8841,2026-05-26 01:05:43,1
site11_363_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_364_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_367_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_367_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_369_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_371_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_378_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_379_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_380_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_384_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_386_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_389_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_38_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_391_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_393_grid_1_1,247.98,293.35,29.3774,6,Vehicles,0.8316,2026-05-26 01:05:43,1
site11_394_grid_1_0,107.42,341.94,12.1727,2,Mixed items,0.8185,2026-05-26 01:05:43,1
site11_395_grid_0_0,335.12,357.39,42.0216,2,Asbestos,0.6175,2026-05-26 01:05:43,1
site11_396_grid_1_1,8.64,22.72,0.3235,1,Pallets,0.5874,2026-05-26 01:05:43,1
site11_397_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_398_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_399_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_39_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_400_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_401_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_402_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_403_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_406_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_406_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_410_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_410_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_411_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_413_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_415_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_416_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_418_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_419_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_419_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_419_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_421_grid_1_0,484.44,241.78,3.2505,1,Mixed items,0.3784,2026-05-26 01:05:43,1
site11_421_grid_1_1,419.95,249.27,10.2127,1,Mixed items,0.7498,2026-05-26 01:05:43,1
site11_422_grid_0_1,265.21,415.69,21.7758,3,Mixed items,0.5972,2026-05-26 01:05:43,1
site11_423_grid_0_0,45.89,466.82,3.3752,2,Mixed items,0.4,2026-05-26 01:05:43,1
site11_428_grid_0_0,27.85,64.7,1.0494,1,Furniture,0.3039,2026-05-26 01:05:43,1
site11_428_grid_0_1,133.49,288.87,47.3309,2,Mixed items,0.476,2026-05-26 01:05:43,1
site11_429_grid_0_1,317.52,70.98,12.4352,1,Asbestos,0.6484,2026-05-26 01:05:43,1
site11_431_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_433_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_434_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_435_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_437_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_437_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_439_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_43_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_43_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_446_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_446_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_447_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_448_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_448_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_449_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_44_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_450_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_450_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_451_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_452_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_452_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_453_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_453_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_454_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_455_grid_1_0,387.85,105.23,12.6526,2,Mixed items,0.6281,2026-05-26 01:05:43,1
site11_455_grid_1_1,329.67,141.58,19.2913,1,Mixed items,0.7849,2026-05-26 01:05:43,1
site11_456_grid_0_0,205.61,384.16,32.9575,2,Mixed items,0.47,2026-05-26 01:05:43,1
site11_458_grid_1_1,379.08,379.43,1.0731,1,Plastic packaging,0.311,2026-05-26 01:05:43,1
site11_45_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_460_grid_0_0,426.41,143.09,19.1925,1,Wood,0.7175,2026-05-26 01:05:43,1
site11_460_grid_0_1,352.74,135.69,31.1127,2,Pallets,0.4137,2026-05-26 01:05:43,1
site11_461_grid_0_0,364.42,429.6,9.2884,1,Construction and demolition materials,0.6435,2026-05-26 01:05:43,1
site11_461_grid_0_1,289.07,379.63,11.9896,2,Construction and demolition materials,0.4402,2026-05-26 01:05:43,1
site11_461_grid_1_1,300.53,233.37,15.2691,3,Construction and demolition materials,0.3991,2026-05-26 01:05:43,1
site11_463_grid_1_0,69.15,199.89,12.5675,3,Wood,0.4332,2026-05-26 01:05:43,1
site11_464_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_465_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_465_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_465_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_465_grid_1_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_467_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_469_grid_1_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_46_grid_0_1,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
site11_472_grid_0_0,-1.0,-1.0,0.0,0,none,0.0,2026-05-26 01:05:43,0
